date,category_grouped,outbreak_subgroup,TOTAL_CASES
2021-02-18,1 Congregate Care,HOSPITAL,28
2021-02-18,1 Congregate Care,LONG-TERM CARE HOME,25
2021-02-18,1 Congregate Care,RETIREMENT HOME,12
2021-02-18,2 Congregate Living,CORRECTIONAL FACILITY,4
2021-02-18,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,17
2021-02-18,2 Congregate Living,SHELTER,34
2021-02-18,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-02-18,3 Education,CHILD CARE,7
2021-02-18,3 Education,SCHOOL - ELEMENTARY,6
2021-02-18,3 Education,SCHOOL - SECONDARY,4
2021-02-18,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-02-18,4 Workplace,RETAIL,1
2021-02-18,4 Workplace,WORKPLACE - FARM,2
2021-02-18,4 Workplace,WORKPLACE - FOOD PROCESSING,2
2021-02-18,4 Workplace,WORKPLACE - OTHER,38
2021-02-18,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2021-02-18,5 Recreational,OTHER RECREATION,48
2021-02-18,6 Other/Unknown,UNKNOWN,1
2021-02-19,1 Congregate Care,HOSPITAL,15
2021-02-19,1 Congregate Care,LONG-TERM CARE HOME,18
2021-02-19,1 Congregate Care,RETIREMENT HOME,6
2021-02-19,2 Congregate Living,CONGREGATE OTHER,1
2021-02-19,2 Congregate Living,CORRECTIONAL FACILITY,17
2021-02-19,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,26
2021-02-19,2 Congregate Living,SHELTER,52
2021-02-19,3 Education,CHILD CARE,12
2021-02-19,3 Education,SCHOOL - ELEMENTARY,13
2021-02-19,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-02-19,3 Education,SCHOOL - POST-SECONDARY,4
2021-02-19,3 Education,SCHOOL - SECONDARY,4
2021-02-19,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-02-19,4 Workplace,RETAIL,4
2021-02-19,4 Workplace,WORKPLACE - FARM,3
2021-02-19,4 Workplace,WORKPLACE - FOOD PROCESSING,6
2021-02-19,4 Workplace,WORKPLACE - OTHER,49
2021-02-19,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-02-19,5 Recreational,OTHER RECREATION,24
2021-02-19,6 Other/Unknown,UNKNOWN,3
2021-02-20,1 Congregate Care,HOSPITAL,18
2021-02-20,1 Congregate Care,LONG-TERM CARE HOME,14
2021-02-20,1 Congregate Care,RETIREMENT HOME,14
2021-02-20,2 Congregate Living,CONGREGATE OTHER,5
2021-02-20,2 Congregate Living,CORRECTIONAL FACILITY,18
2021-02-20,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,27
2021-02-20,2 Congregate Living,SHELTER,8
2021-02-20,3 Education,CHILD CARE,8
2021-02-20,3 Education,SCHOOL - ELEMENTARY,13
2021-02-20,3 Education,SCHOOL - ELEMENTARY/SECONDARY,2
2021-02-20,3 Education,SCHOOL - POST-SECONDARY,6
2021-02-20,3 Education,SCHOOL - SECONDARY,2
2021-02-20,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-02-20,4 Workplace,RETAIL,2
2021-02-20,4 Workplace,WORKPLACE - FARM,10
2021-02-20,4 Workplace,WORKPLACE - FOOD PROCESSING,2
2021-02-20,4 Workplace,WORKPLACE - OTHER,37
2021-02-20,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,5
2021-02-20,5 Recreational,OTHER RECREATION,38
2021-02-20,6 Other/Unknown,UNKNOWN,6
2021-02-21,1 Congregate Care,HOSPITAL,23
2021-02-21,1 Congregate Care,LONG-TERM CARE HOME,7
2021-02-21,1 Congregate Care,RETIREMENT HOME,7
2021-02-21,2 Congregate Living,CORRECTIONAL FACILITY,3
2021-02-21,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,9
2021-02-21,2 Congregate Living,SHELTER,19
2021-02-21,3 Education,CHILD CARE,5
2021-02-21,3 Education,SCHOOL - ELEMENTARY,13
2021-02-21,3 Education,SCHOOL - POST-SECONDARY,12
2021-02-21,3 Education,SCHOOL - SECONDARY,2
2021-02-21,4 Workplace,RETAIL,1
2021-02-21,4 Workplace,WORKPLACE - FARM,2
2021-02-21,4 Workplace,WORKPLACE - FOOD PROCESSING,2
2021-02-21,4 Workplace,WORKPLACE - OTHER,41
2021-02-21,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-02-21,5 Recreational,OTHER RECREATION,3
2021-02-21,6 Other/Unknown,UNKNOWN,2
2021-02-22,1 Congregate Care,HOSPITAL,12
2021-02-22,1 Congregate Care,LONG-TERM CARE HOME,6
2021-02-22,1 Congregate Care,RETIREMENT HOME,1
2021-02-22,2 Congregate Living,CORRECTIONAL FACILITY,2
2021-02-22,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,26
2021-02-22,2 Congregate Living,SHELTER,12
2021-02-22,3 Education,CHILD CARE,5
2021-02-22,3 Education,SCHOOL - ELEMENTARY,15
2021-02-22,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-02-22,3 Education,SCHOOL - POST-SECONDARY,8
2021-02-22,3 Education,SCHOOL - SECONDARY,6
2021-02-22,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-02-22,4 Workplace,WORKPLACE - FARM,3
2021-02-22,4 Workplace,WORKPLACE - FOOD PROCESSING,3
2021-02-22,4 Workplace,WORKPLACE - OTHER,31
2021-02-22,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2021-02-22,5 Recreational,OTHER RECREATION,10
2021-02-22,5 Recreational,RECREATIONAL FITNESS,1
2021-02-22,6 Other/Unknown,UNKNOWN,1
2021-02-23,1 Congregate Care,HOSPITAL,10
2021-02-23,1 Congregate Care,LONG-TERM CARE HOME,16
2021-02-23,1 Congregate Care,RETIREMENT HOME,7
2021-02-23,2 Congregate Living,CONGREGATE OTHER,1
2021-02-23,2 Congregate Living,CORRECTIONAL FACILITY,2
2021-02-23,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,12
2021-02-23,2 Congregate Living,SHELTER,26
2021-02-23,3 Education,CHILD CARE,8
2021-02-23,3 Education,SCHOOL - ELEMENTARY,12
2021-02-23,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-02-23,3 Education,SCHOOL - POST-SECONDARY,17
2021-02-23,3 Education,SCHOOL - SECONDARY,3
2021-02-23,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-02-23,4 Workplace,RETAIL,3
2021-02-23,4 Workplace,WORKPLACE - FARM,2
2021-02-23,4 Workplace,WORKPLACE - FOOD PROCESSING,2
2021-02-23,4 Workplace,WORKPLACE - OTHER,47
2021-02-23,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2021-02-23,5 Recreational,OTHER RECREATION,39
2021-02-23,6 Other/Unknown,UNKNOWN,3
2021-02-24,1 Congregate Care,HOSPITAL,13
2021-02-24,1 Congregate Care,LONG-TERM CARE HOME,16
2021-02-24,1 Congregate Care,RETIREMENT HOME,16
2021-02-24,2 Congregate Living,CONGREGATE OTHER,1
2021-02-24,2 Congregate Living,CORRECTIONAL FACILITY,10
2021-02-24,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,8
2021-02-24,2 Congregate Living,SHELTER,30
2021-02-24,3 Education,CHILD CARE,5
2021-02-24,3 Education,SCHOOL - ELEMENTARY,10
2021-02-24,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-02-24,3 Education,SCHOOL - POST-SECONDARY,15
2021-02-24,3 Education,SCHOOL - SECONDARY,1
2021-02-24,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-02-24,4 Workplace,RETAIL,1
2021-02-24,4 Workplace,WORKPLACE - FOOD PROCESSING,3
2021-02-24,4 Workplace,WORKPLACE - OTHER,43
2021-02-24,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-02-24,5 Recreational,OTHER RECREATION,29
2021-02-24,5 Recreational,PERSONAL SERVICE SETTINGS,1
2021-02-24,5 Recreational,RECREATIONAL FITNESS,1
2021-02-24,6 Other/Unknown,UNKNOWN,1
2021-02-25,1 Congregate Care,HOSPITAL,18
2021-02-25,1 Congregate Care,LONG-TERM CARE HOME,13
2021-02-25,1 Congregate Care,RETIREMENT HOME,9
2021-02-25,2 Congregate Living,CONGREGATE OTHER,5
2021-02-25,2 Congregate Living,CORRECTIONAL FACILITY,16
2021-02-25,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,5
2021-02-25,2 Congregate Living,SHELTER,31
2021-02-25,3 Education,CHILD CARE,3
2021-02-25,3 Education,SCHOOL - ELEMENTARY,24
2021-02-25,3 Education,SCHOOL - POST-SECONDARY,3
2021-02-25,3 Education,SCHOOL - SECONDARY,2
2021-02-25,4 Workplace,MEDICAL/HEALTH SERVICE,3
2021-02-25,4 Workplace,RETAIL,4
2021-02-25,4 Workplace,WORKPLACE - FOOD PROCESSING,5
2021-02-25,4 Workplace,WORKPLACE - OTHER,51
2021-02-25,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-02-25,5 Recreational,OTHER RECREATION,9
2021-02-25,5 Recreational,PERSONAL SERVICE SETTINGS,2
2021-02-25,5 Recreational,RECREATIONAL FITNESS,1
2021-02-25,6 Other/Unknown,UNKNOWN,1
2021-02-26,1 Congregate Care,HOSPITAL,21
2021-02-26,1 Congregate Care,LONG-TERM CARE HOME,14
2021-02-26,1 Congregate Care,RETIREMENT HOME,4
2021-02-26,2 Congregate Living,CONGREGATE OTHER,5
2021-02-26,2 Congregate Living,CORRECTIONAL FACILITY,4
2021-02-26,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,7
2021-02-26,2 Congregate Living,SHELTER,24
2021-02-26,3 Education,CHILD CARE,9
2021-02-26,3 Education,SCHOOL - ELEMENTARY,14
2021-02-26,3 Education,SCHOOL - POST-SECONDARY,46
2021-02-26,3 Education,SCHOOL - SECONDARY,2
2021-02-26,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-02-26,4 Workplace,RETAIL,3
2021-02-26,4 Workplace,WORKPLACE - FARM,2
2021-02-26,4 Workplace,WORKPLACE - FOOD PROCESSING,1
2021-02-26,4 Workplace,WORKPLACE - OTHER,39
2021-02-26,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,5
2021-02-26,5 Recreational,OTHER RECREATION,13
2021-02-26,5 Recreational,PERSONAL SERVICE SETTINGS,1
2021-02-26,6 Other/Unknown,OTHER,1
2021-02-26,6 Other/Unknown,UNKNOWN,3
2021-02-27,1 Congregate Care,HOSPITAL,5
2021-02-27,1 Congregate Care,LONG-TERM CARE HOME,4
2021-02-27,1 Congregate Care,RETIREMENT HOME,5
2021-02-27,2 Congregate Living,CONGREGATE OTHER,10
2021-02-27,2 Congregate Living,CORRECTIONAL FACILITY,22
2021-02-27,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,18
2021-02-27,2 Congregate Living,SHELTER,31
2021-02-27,3 Education,CHILD CARE,6
2021-02-27,3 Education,SCHOOL - ELEMENTARY,35
2021-02-27,3 Education,SCHOOL - POST-SECONDARY,6
2021-02-27,3 Education,SCHOOL - SECONDARY,5
2021-02-27,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-02-27,4 Workplace,RETAIL,3
2021-02-27,4 Workplace,WORKPLACE - FARM,1
2021-02-27,4 Workplace,WORKPLACE - FOOD PROCESSING,7
2021-02-27,4 Workplace,WORKPLACE - OTHER,36
2021-02-27,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-02-27,5 Recreational,OTHER RECREATION,19
2021-02-28,1 Congregate Care,HOSPITAL,10
2021-02-28,1 Congregate Care,LONG-TERM CARE HOME,6
2021-02-28,1 Congregate Care,RETIREMENT HOME,4
2021-02-28,2 Congregate Living,CONGREGATE OTHER,20
2021-02-28,2 Congregate Living,CORRECTIONAL FACILITY,8
2021-02-28,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,5
2021-02-28,2 Congregate Living,SHELTER,5
2021-02-28,3 Education,CHILD CARE,8
2021-02-28,3 Education,SCHOOL - ELEMENTARY,28
2021-02-28,3 Education,SCHOOL - POST-SECONDARY,5
2021-02-28,3 Education,SCHOOL - SECONDARY,1
2021-02-28,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-02-28,4 Workplace,RETAIL,3
2021-02-28,4 Workplace,WORKPLACE - FARM,3
2021-02-28,4 Workplace,WORKPLACE - FOOD PROCESSING,14
2021-02-28,4 Workplace,WORKPLACE - OTHER,59
2021-02-28,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2021-02-28,5 Recreational,OTHER RECREATION,17
2021-02-28,5 Recreational,PERSONAL SERVICE SETTINGS,1
2021-02-28,6 Other/Unknown,UNKNOWN,3
2021-03-01,1 Congregate Care,HOSPITAL,22
2021-03-01,1 Congregate Care,LONG-TERM CARE HOME,6
2021-03-01,1 Congregate Care,RETIREMENT HOME,2
2021-03-01,2 Congregate Living,CORRECTIONAL FACILITY,3
2021-03-01,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,7
2021-03-01,2 Congregate Living,SHELTER,3
2021-03-01,3 Education,CHILD CARE,8
2021-03-01,3 Education,SCHOOL - ELEMENTARY,19
2021-03-01,3 Education,SCHOOL - ELEMENTARY/SECONDARY,2
2021-03-01,3 Education,SCHOOL - POST-SECONDARY,3
2021-03-01,3 Education,SCHOOL - SECONDARY,4
2021-03-01,4 Workplace,MEDICAL/HEALTH SERVICE,3
2021-03-01,4 Workplace,RETAIL,8
2021-03-01,4 Workplace,WORKPLACE - FOOD PROCESSING,4
2021-03-01,4 Workplace,WORKPLACE - OTHER,57
2021-03-01,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-03-01,5 Recreational,OTHER RECREATION,15
2021-03-01,5 Recreational,PERSONAL SERVICE SETTINGS,2
2021-03-01,5 Recreational,RECREATIONAL FITNESS,6
2021-03-01,6 Other/Unknown,OTHER,1
2021-03-01,6 Other/Unknown,UNKNOWN,1
2021-03-02,1 Congregate Care,HOSPITAL,9
2021-03-02,1 Congregate Care,LONG-TERM CARE HOME,9
2021-03-02,1 Congregate Care,RETIREMENT HOME,9
2021-03-02,2 Congregate Living,CONGREGATE OTHER,16
2021-03-02,2 Congregate Living,CORRECTIONAL FACILITY,5
2021-03-02,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,5
2021-03-02,2 Congregate Living,SHELTER,25
2021-03-02,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-03-02,3 Education,CHILD CARE,13
2021-03-02,3 Education,SCHOOL - ELEMENTARY,24
2021-03-02,3 Education,SCHOOL - POST-SECONDARY,8
2021-03-02,3 Education,SCHOOL - SECONDARY,8
2021-03-02,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-03-02,4 Workplace,RETAIL,3
2021-03-02,4 Workplace,WORKPLACE - FARM,9
2021-03-02,4 Workplace,WORKPLACE - FOOD PROCESSING,9
2021-03-02,4 Workplace,WORKPLACE - OTHER,49
2021-03-02,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2021-03-02,5 Recreational,OTHER RECREATION,13
2021-03-02,5 Recreational,PERSONAL SERVICE SETTINGS,2
2021-03-02,5 Recreational,RECREATIONAL FITNESS,2
2021-03-02,6 Other/Unknown,OTHER,2
2021-03-02,6 Other/Unknown,UNKNOWN,7
2021-03-03,1 Congregate Care,HOSPITAL,16
2021-03-03,1 Congregate Care,LONG-TERM CARE HOME,4
2021-03-03,1 Congregate Care,RETIREMENT HOME,8
2021-03-03,2 Congregate Living,CONGREGATE OTHER,3
2021-03-03,2 Congregate Living,CORRECTIONAL FACILITY,11
2021-03-03,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,8
2021-03-03,2 Congregate Living,SHELTER,29
2021-03-03,3 Education,CHILD CARE,9
2021-03-03,3 Education,SCHOOL - ELEMENTARY,22
2021-03-03,3 Education,SCHOOL - POST-SECONDARY,9
2021-03-03,3 Education,SCHOOL - SECONDARY,7
2021-03-03,4 Workplace,RETAIL,3
2021-03-03,4 Workplace,WORKPLACE - FARM,3
2021-03-03,4 Workplace,WORKPLACE - FOOD PROCESSING,3
2021-03-03,4 Workplace,WORKPLACE - OTHER,49
2021-03-03,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2021-03-03,5 Recreational,OTHER RECREATION,15
2021-03-03,5 Recreational,PERSONAL SERVICE SETTINGS,2
2021-03-03,5 Recreational,RECREATIONAL FITNESS,4
2021-03-03,6 Other/Unknown,OTHER,2
2021-03-03,6 Other/Unknown,UNKNOWN,2
2021-03-04,1 Congregate Care,HOSPITAL,7
2021-03-04,1 Congregate Care,LONG-TERM CARE HOME,11
2021-03-04,1 Congregate Care,RETIREMENT HOME,7
2021-03-04,2 Congregate Living,CONGREGATE OTHER,1
2021-03-04,2 Congregate Living,CORRECTIONAL FACILITY,6
2021-03-04,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,9
2021-03-04,2 Congregate Living,SHELTER,14
2021-03-04,3 Education,CHILD CARE,9
2021-03-04,3 Education,SCHOOL - ELEMENTARY,26
2021-03-04,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-03-04,3 Education,SCHOOL - POST-SECONDARY,9
2021-03-04,3 Education,SCHOOL - SECONDARY,4
2021-03-04,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-03-04,4 Workplace,RETAIL,6
2021-03-04,4 Workplace,WORKPLACE - FARM,6
2021-03-04,4 Workplace,WORKPLACE - FOOD PROCESSING,5
2021-03-04,4 Workplace,WORKPLACE - OTHER,64
2021-03-04,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,5
2021-03-04,5 Recreational,OTHER RECREATION,23
2021-03-04,5 Recreational,RECREATIONAL FITNESS,6
2021-03-04,6 Other/Unknown,OTHER,1
2021-03-04,6 Other/Unknown,UNKNOWN,5
2021-03-05,1 Congregate Care,HOSPITAL,5
2021-03-05,1 Congregate Care,LONG-TERM CARE HOME,5
2021-03-05,1 Congregate Care,RETIREMENT HOME,7
2021-03-05,2 Congregate Living,CONGREGATE OTHER,6
2021-03-05,2 Congregate Living,CORRECTIONAL FACILITY,5
2021-03-05,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,12
2021-03-05,2 Congregate Living,SHELTER,15
2021-03-05,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-03-05,3 Education,CHILD CARE,4
2021-03-05,3 Education,SCHOOL - ELEMENTARY,25
2021-03-05,3 Education,SCHOOL - POST-SECONDARY,3
2021-03-05,3 Education,SCHOOL - SECONDARY,4
2021-03-05,4 Workplace,RETAIL,4
2021-03-05,4 Workplace,WORKPLACE - FARM,4
2021-03-05,4 Workplace,WORKPLACE - FOOD PROCESSING,1
2021-03-05,4 Workplace,WORKPLACE - OTHER,36
2021-03-05,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2021-03-05,5 Recreational,OTHER RECREATION,13
2021-03-05,5 Recreational,PERSONAL SERVICE SETTINGS,2
2021-03-05,5 Recreational,RECREATIONAL FITNESS,13
2021-03-05,6 Other/Unknown,OTHER,2
2021-03-05,6 Other/Unknown,UNKNOWN,2
2021-03-06,1 Congregate Care,HOSPITAL,21
2021-03-06,1 Congregate Care,LONG-TERM CARE HOME,4
2021-03-06,1 Congregate Care,RETIREMENT HOME,6
2021-03-06,2 Congregate Living,CONGREGATE OTHER,6
2021-03-06,2 Congregate Living,CORRECTIONAL FACILITY,5
2021-03-06,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,29
2021-03-06,2 Congregate Living,SHELTER,20
2021-03-06,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-03-06,3 Education,CHILD CARE,20
2021-03-06,3 Education,SCHOOL - ELEMENTARY,30
2021-03-06,3 Education,SCHOOL - POST-SECONDARY,1
2021-03-06,3 Education,SCHOOL - SECONDARY,7
2021-03-06,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-03-06,4 Workplace,RETAIL,3
2021-03-06,4 Workplace,WORKPLACE - FARM,1
2021-03-06,4 Workplace,WORKPLACE - FOOD PROCESSING,1
2021-03-06,4 Workplace,WORKPLACE - OTHER,30
2021-03-06,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2021-03-06,5 Recreational,OTHER RECREATION,6
2021-03-06,5 Recreational,PERSONAL SERVICE SETTINGS,2
2021-03-06,5 Recreational,RECREATIONAL FITNESS,5
2021-03-06,6 Other/Unknown,OTHER,2
2021-03-06,6 Other/Unknown,UNKNOWN,4
2021-03-07,1 Congregate Care,HOSPITAL,12
2021-03-07,1 Congregate Care,LONG-TERM CARE HOME,4
2021-03-07,1 Congregate Care,RETIREMENT HOME,9
2021-03-07,2 Congregate Living,CONGREGATE OTHER,10
2021-03-07,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,1
2021-03-07,2 Congregate Living,SHELTER,4
2021-03-07,3 Education,CHILD CARE,16
2021-03-07,3 Education,SCHOOL - ELEMENTARY,28
2021-03-07,3 Education,SCHOOL - POST-SECONDARY,2
2021-03-07,3 Education,SCHOOL - SECONDARY,9
2021-03-07,4 Workplace,RETAIL,8
2021-03-07,4 Workplace,WORKPLACE - FARM,9
2021-03-07,4 Workplace,WORKPLACE - FOOD PROCESSING,3
2021-03-07,4 Workplace,WORKPLACE - OTHER,38
2021-03-07,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2021-03-07,5 Recreational,OTHER RECREATION,5
2021-03-07,5 Recreational,PERSONAL SERVICE SETTINGS,1
2021-03-07,5 Recreational,RECREATIONAL FITNESS,9
2021-03-07,6 Other/Unknown,OTHER,5
2021-03-08,1 Congregate Care,HOSPITAL,14
2021-03-08,1 Congregate Care,LONG-TERM CARE HOME,1
2021-03-08,1 Congregate Care,RETIREMENT HOME,6
2021-03-08,2 Congregate Living,CONGREGATE OTHER,3
2021-03-08,2 Congregate Living,CORRECTIONAL FACILITY,4
2021-03-08,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,4
2021-03-08,2 Congregate Living,SHELTER,2
2021-03-08,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-03-08,3 Education,CHILD CARE,13
2021-03-08,3 Education,SCHOOL - ELEMENTARY,24
2021-03-08,3 Education,SCHOOL - POST-SECONDARY,3
2021-03-08,3 Education,SCHOOL - SECONDARY,9
2021-03-08,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-03-08,4 Workplace,RETAIL,7
2021-03-08,4 Workplace,WORKPLACE - FOOD PROCESSING,2
2021-03-08,4 Workplace,WORKPLACE - OTHER,44
2021-03-08,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-03-08,5 Recreational,OTHER RECREATION,3
2021-03-08,6 Other/Unknown,OTHER,2
2021-03-08,6 Other/Unknown,UNKNOWN,1
2021-03-09,1 Congregate Care,HOSPITAL,13
2021-03-09,1 Congregate Care,LONG-TERM CARE HOME,8
2021-03-09,1 Congregate Care,RETIREMENT HOME,6
2021-03-09,2 Congregate Living,CONGREGATE OTHER,11
2021-03-09,2 Congregate Living,CORRECTIONAL FACILITY,3
2021-03-09,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,3
2021-03-09,2 Congregate Living,SHELTER,6
2021-03-09,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-03-09,3 Education,CHILD CARE,14
2021-03-09,3 Education,SCHOOL - ELEMENTARY,23
2021-03-09,3 Education,SCHOOL - POST-SECONDARY,5
2021-03-09,3 Education,SCHOOL - SECONDARY,10
2021-03-09,4 Workplace,RETAIL,4
2021-03-09,4 Workplace,WORKPLACE - FARM,1
2021-03-09,4 Workplace,WORKPLACE - OTHER,42
2021-03-09,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2021-03-09,5 Recreational,OTHER RECREATION,12
2021-03-09,5 Recreational,PERSONAL SERVICE SETTINGS,1
2021-03-09,5 Recreational,RECREATIONAL FITNESS,3
2021-03-09,6 Other/Unknown,OTHER,3
2021-03-09,6 Other/Unknown,UNKNOWN,1
2021-03-10,1 Congregate Care,HOSPITAL,20
2021-03-10,1 Congregate Care,LONG-TERM CARE HOME,9
2021-03-10,1 Congregate Care,RETIREMENT HOME,7
2021-03-10,2 Congregate Living,CONGREGATE OTHER,13
2021-03-10,2 Congregate Living,CORRECTIONAL FACILITY,5
2021-03-10,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,24
2021-03-10,2 Congregate Living,SHELTER,16
2021-03-10,3 Education,CHILD CARE,8
2021-03-10,3 Education,SCHOOL - ELEMENTARY,18
2021-03-10,3 Education,SCHOOL - POST-SECONDARY,6
2021-03-10,3 Education,SCHOOL - SECONDARY,6
2021-03-10,4 Workplace,RETAIL,4
2021-03-10,4 Workplace,WORKPLACE - FOOD PROCESSING,2
2021-03-10,4 Workplace,WORKPLACE - OTHER,54
2021-03-10,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-03-10,5 Recreational,OTHER RECREATION,4
2021-03-10,5 Recreational,PERSONAL SERVICE SETTINGS,1
2021-03-10,6 Other/Unknown,OTHER,9
2021-03-10,6 Other/Unknown,UNKNOWN,1
2021-03-11,1 Congregate Care,HOSPITAL,13
2021-03-11,1 Congregate Care,LONG-TERM CARE HOME,13
2021-03-11,1 Congregate Care,RETIREMENT HOME,28
2021-03-11,2 Congregate Living,CONGREGATE OTHER,8
2021-03-11,2 Congregate Living,CORRECTIONAL FACILITY,4
2021-03-11,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,10
2021-03-11,2 Congregate Living,SHELTER,5
2021-03-11,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-03-11,3 Education,CHILD CARE,7
2021-03-11,3 Education,SCHOOL - ELEMENTARY,23
2021-03-11,3 Education,SCHOOL - POST-SECONDARY,3
2021-03-11,3 Education,SCHOOL - SECONDARY,4
2021-03-11,4 Workplace,RETAIL,4
2021-03-11,4 Workplace,WORKPLACE - FARM,1
2021-03-11,4 Workplace,WORKPLACE - FOOD PROCESSING,1
2021-03-11,4 Workplace,WORKPLACE - OTHER,57
2021-03-11,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-03-11,5 Recreational,OTHER RECREATION,8
2021-03-11,5 Recreational,PERSONAL SERVICE SETTINGS,1
2021-03-11,5 Recreational,RECREATIONAL FITNESS,1
2021-03-11,6 Other/Unknown,OTHER,6
2021-03-11,6 Other/Unknown,UNKNOWN,5
2021-03-12,1 Congregate Care,HOSPITAL,20
2021-03-12,1 Congregate Care,LONG-TERM CARE HOME,7
2021-03-12,1 Congregate Care,RETIREMENT HOME,4
2021-03-12,2 Congregate Living,CONGREGATE OTHER,6
2021-03-12,2 Congregate Living,CORRECTIONAL FACILITY,6
2021-03-12,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,13
2021-03-12,2 Congregate Living,SHELTER,5
2021-03-12,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-03-12,3 Education,CHILD CARE,1
2021-03-12,3 Education,SCHOOL - ELEMENTARY,26
2021-03-12,3 Education,SCHOOL - SECONDARY,2
2021-03-12,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-03-12,4 Workplace,RETAIL,2
2021-03-12,4 Workplace,WORKPLACE - FARM,3
2021-03-12,4 Workplace,WORKPLACE - OTHER,23
2021-03-12,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2021-03-12,5 Recreational,OTHER RECREATION,6
2021-03-12,5 Recreational,RECREATIONAL FITNESS,1
2021-03-12,6 Other/Unknown,OTHER,1
2021-03-12,6 Other/Unknown,UNKNOWN,5
